,church_name,address,telephone number,priest,confession,links,additional info,last update,coords,long,lat
41,Our Lady of Fatima Parish,"#37 Cordillera St., Brgy. Don Manuel, Quezon City, Metro Manila",(8)711-72-00,,Mon-Sat: 7:00AM,,Mon-Sat at 7:00AM: Exposition of the Blessed Sacrament,"Fri Aug 2, 2024 12:41AM","{'lat': 14.6161375, 'lng': 121.0078045}",121.0078045,14.6161375
42,Our Lady of Guadalupe Parish,"Palmera Springs 3, Camarin, Quezon City, Metro Manila",270024388,,,,Parish Office:,"Mon Jul 29, 2024 10:29PM","{'lat': 14.7603777, 'lng': 121.0351405}",121.0351405,14.7603777
43,Our Lady of Hope Parish,"107 Road 3, Bagong Pag-asa, Quezon City, Metro Manila",8 924-4259 / 8 564-5451,,,,,"Sun Apr 28, 2024 11:12PM","{'lat': 14.659073, 'lng': 121.0337924}",121.0337924,14.659073
44,Our Lady of Mount Carmel Chapel,"Camp Gen. Rigoberto J. Atienza, Libis, Quezon City, Metro Manila",0961 443 9510,,,,,"Sun Apr 28, 2024 11:21PM","{'lat': 14.616179, 'lng': 121.0775757}",121.0775757,14.616179
45,Our Lady of Mount Carmel Parish,"Road 8 cor. Road 2, Proj. 6, Quezon City, Metro Manila",289275496,Rev. Fr. Arnel F. Recinto,,,,"Mon Jul 29, 2024 10:36PM","{'lat': 14.6615366, 'lng': 121.0346507}",121.0346507,14.6615366
46,Our Lady of Pentecost Parish,"12 F. dela Rosa cor C. Salvador Sts., Loyola Heights, Quezon City, Metro Manila",289290665,Rev. Fr. Herbel “Dodot” Torres,,,,"Mon Aug 8, 2022 5:04PM","{'lat': 14.6396119, 'lng': 121.0726808}",121.0726808,14.6396119
47,Our Lady of Perpetual Help Parish,"13th Avenue, Socorro, Cubao, Quezon City, Metro Manila",(02) 8911 7327,,,,,"Mon Aug 8, 2022 5:15PM","{'lat': 14.6160133, 'lng': 121.0593203}",121.0593203,14.6160133
48,Our Lady of Perpetual Help Parish,"Jersey Street, Project 8, Quezon City, Metro Manila",283527360,,5:30PM (Saturday),,,"Thu Aug 1, 2024 1:27AM","{'lat': 14.6634202, 'lng': 121.024061}",121.024061,14.6634202
49,Our Lady of the Annunciation Parish/Shrine of the Incarnation,"St. Dominic 3 Subd., Mindanao Ave., Tandang Sora, Quezon City, Metro Manila",454-9281 / 8351-8669,,,,,"Mon Jul 29, 2024 11:22PM","{'lat': 14.6814393, 'lng': 121.0318848}",121.0318848,14.6814393
50,Our Lady of the Miraculous Medal Parish,"Camerino corner Legaspi Sts. Brgy. Marilag, Project 4, Quezon City, Metro Manila",8709-5836,Rev. Fr. Nelson C. Orqueta,Sat: 5PM and Sun: 10AM at Parish Oratory,,,"Mon Jul 29, 2024 11:38PM","{'lat': 14.625295, 'lng': 121.068857}",121.068857,14.625295
51,Our Lady of the Most Holy Rosary Chapel,"4L The Block, SM City North EDSA, Quezon City, Metro Manila",,,Fri: 11:30 - 12NN,,,"Sun Dec 18, 2022 7:43AM","{'lat': 14.655736, 'lng': 121.0316959}",121.0316959,14.655736
52,"Parish of Mary, the Immaculate Conception","13 Wisdom St. Teresa Village, Brgy. Bahay Toro, Quezon City, Metro Manila",8928-6908 / 8400-9284,,,,,"Mon Jul 29, 2024 11:58PM","{'lat': 14.6663504, 'lng': 121.0386662}",121.0386662,14.6663504
53,Parish of the Hearts of Jesus and Mary,"Daily Mirror St, West Triangle, Quezon City, Metro Manila",285730180,,Wednesdays and Fridays at 5PM,,,"Tue Jul 30, 2024 12:01AM","{'lat': 14.6435796, 'lng': 121.0301739}",121.0301739,14.6435796
54,Parish of the Holy Sacrifice (UP Chapel),"JP Laurel Corner, Apacible St., Quezon City, Metro Manila",(02) 926 9496,,"Monday, after 7AM Mass, Wednesday and Friday after the 12NN Mass, Saturday 5:30PM",,Holy Hour:,"Thu Aug 1, 2024 2:04AM","{'lat': 14.6575156, 'lng': 121.0706506}",121.0706506,14.6575156
55,Parish of the Lord of Divine Mercy,"Maamo cor. Madasalin St., Sikatuna Vill., Quezon City, Metro Manila",28921-3337,Rev. Fr. Herbie Santos,,,,"Tue Jul 30, 2024 12:05AM","{'lat': 14.6359686, 'lng': 121.0576371}",121.0576371,14.6359686
56,Presentation of Our Lord Parish,"Filinvest Homes 1, Batasan Hills, Quezon City, Metro Manila",8931 - 0542,,,,,"Sun Apr 21, 2024 8:11PM","{'lat': 14.6869407, 'lng': 121.1068492}",121.1068492,14.6869407
57,Resurrection of our Lord Parish,"Basa St., Brgy. Paltok, SFDM, Quezon City, Metro Manila",283742390,Rev. Fr. Fred Cristian Narvasa,,,Additional Masses,"Tue Jul 30, 2024 12:14AM","{'lat': 14.6432915, 'lng': 121.0222886}",121.0222886,14.6432915
58,Resurrection of Our Lord Parish (Pagkabuhay Parish),"Pagkabuhay Road, Bagbag, Novaliches, Quezon City, Metro Manila",288052700,Fr. Ross Dela Cruz SS.CC,,,"Holy Hour (1st Friday of the month)
- After 6AM mass
-------
PDR Mass (1st Saturday of the month)
- 4AM","Tue Jul 30, 2024 12:22AM","{'lat': 14.6966168, 'lng': 121.031075}",121.031075,14.6966168
59,Sacred Heart of Jesus Parish,"#28 Scout Ybardolaza St., Kamuning, Quezon City, Metro Manila",(02)8929-0419 / (0906) 271-2197,,"See Mass schedule for Sunday.  Also on Wed, Fri, and Sat at 6AM, 7AM and 6PM and 6:30PM on Fri",,,"Fri Aug 2, 2024 12:38AM","{'lat': 14.6311666, 'lng': 121.0390354}",121.0390354,14.6311666
60,Saint Francis Xavier Parish,"160 Champaca Street, Maligaya Park Subdivision, Novaliches, Quezon City, Metro Manila",0908 988 8470,"Rev. Fr. Simone Piccolo, SX",,,,"Wed Dec 14, 2022 10:04PM","{'lat': 14.7385764, 'lng': 121.0589584}",121.0589584,14.7385764
61,Saint John Paul II Parish,"Orchard Road, Eastwood City, E. Rodriguez Jr. Avenue (C-5), Barangay Bagumbayan, Quezon City, Metro Manila",(02)86356732,,"Available after the noon Mass, Monday to Saturday. Please approach the priest at the Sacristy after the Mass.",,,"Fri Aug 2, 2024 12:43AM","{'lat': 14.6096463, 'lng': 121.0796001}",121.0796001,14.6096463
62,Saint Maximilian Mary Kolbe Parish,"Marytown Circle, Greenfields I
Kaligayahan, Novaliches, Quezon City, Metro Manila",270916925,,,,,"Mon Aug 8, 2022 9:42PM","{'lat': 14.7291254, 'lng': 121.0420927}",121.0420927,14.7291254
63,Saint Pio of Pietrelcina Chapel,"RER Compound 188 E. Rodriguez Jr. Ave., (C-5) Bagumbayan, Libis, Quezon City, Metro Manila",273409510,,,,,"Thu Dec 14, 2023 5:49PM","{'lat': 14.6161873, 'lng': 121.0751349}",121.0751349,14.6161873
64,San Antonio De Padua Parish,"West Riverside cor. Lincoln St., SFDM, Quezon City, Metro Manila",0917 156 9371,"Rev. Fr. Ronald ""Jojo"" L. Monis",,,,"Fri Aug 2, 2024 1:02AM","{'lat': 14.6493219, 'lng': 121.0135421}",121.0135421,14.6493219
65,San Bartolome Parish,"Quirino H-way cor P. dela Cruz St. San Bartolome, Novaliches, Quezon City, Metro Manila",8351-7558,,Sun: 3-4PM and 5-6PM,,,"Fri Aug 2, 2024 1:13AM","{'lat': 14.7137086, 'lng': 121.0254537}",121.0254537,14.7137086
66,San Isidro Labrador,"Barangay Pasong Tamo, Quezon City, Metro Manila",(02) 8937-2585,Rev. Fr. Qhriz V. Santos,,,,"Fri Aug 2, 2024 1:14AM","{'lat': 14.6747888, 'lng': 121.0482474}",121.0482474,14.6747888
67,San Isidro Labrador Parish,"Bonifacio Street, Bagong Silangan, Quezon City, Metro Manila",430-05-35,,,,,"Fri Aug 2, 2024 1:19AM","{'lat': 14.6981705, 'lng': 121.1099839}",121.1099839,14.6981705
68,San Isidro Labrador Parish,"Gen. Luis St., Villa Nova Avenue, Villa Nova Subd., Nagkaisang Nayon, Novaliches , Quezon City, Metro Manila",289377597,,,,,"Tue Aug 9, 2022 7:37PM","{'lat': 14.7226644, 'lng': 121.026431}",121.026431,14.7226644
69,San Isidro Labrador Quasi-Parish,"35 Malakas St. Pinyahan, Quezon City, Metro Manila",289203496,,,,,"Fri Aug 2, 2024 1:28AM","{'lat': 14.634992, 'lng': 121.0472844}",121.0472844,14.634992
70,"San Jose, Ang Tagapagtanggol Parish","Doña Juana Homes, Holy Spirit, Quezon City, Metro Manila",279191479,"Rev. Fr. Andro Fernandez, OFM",,,,"Tue Aug 9, 2022 8:19PM","{'lat': 14.6892901, 'lng': 121.0817437}",121.0817437,14.6892901
71,San Lorenzo Ruiz Parish,"Tierra Verde Subdivision, Quezon City, Metro Manila",(02) 292 5255,"Rev. Fr. Niño Etulle, SCJ",,,,"Fri Aug 2, 2024 1:33AM","{'lat': 14.6093896, 'lng': 121.0899375}",121.0899375,14.6093896
72,San Nicolas De Tolentino Parish,"#20 Neptune Street, Congressional Subd., Proj. 6, Quezon City, Metro Manila",(02) 79016595,"Fray Nino Cesar Ruiz, OAR",,,,"Fri Aug 2, 2024 1:39AM","{'lat': 14.672162, 'lng': 121.0375414}",121.0375414,14.672162
73,San Roque Parish,"33 San Roque St., Bagumbayan, Quezon City, Metro Manila",286349098,Rev. Fr. Ricky C. Montañez,,,,"Fri Aug 2, 2024 1:43AM","{'lat': 14.606971, 'lng': 121.083808}",121.083808,14.606971
74,Santa Lucia Parish,"JP Rizal Street Santa Lucia, Novaliches, Quezon City, Metro Manila",0956 316 8564,Rev. Fr. Marvin G. Riquez,,,,"Fri Aug 2, 2024 1:41AM","{'lat': 14.704508, 'lng': 121.0508446}",121.0508446,14.704508
75,Santo Domingo Parish (Our Lady of La Naval Shrine),"#537 Quezon Ave., Quezon City, Metro Manila",(071)2627174,,"Mon, Wed and Sat: 5PM - 6PM at Convent Information Lobby",,,"Thu Aug 1, 2024 12:57AM","{'lat': 14.62643, 'lng': 121.010501}",121.010501,14.62643
76,Santuario de San Vicente de Paul Parish and Shrine,"221 St. Vincent Seminary Complex, Tandang Sora Ave. , Quezon City, Metro Manila",7-379-5023 local 42,,Before/after the Mass,,,"Thu Aug 1, 2024 1:10AM","{'lat': 14.6779125, 'lng': 121.0394236}",121.0394236,14.6779125
77,St. Benedict Parish,"Don Victorino St.,Don Antonio Heights, Brgy. Holy Spirit, Quezon City, Metro Manila",234281142,,"By appoinitment, please call the office.",,,"Wed Aug 10, 2022 4:33PM","{'lat': 14.6768357, 'lng': 121.0766279}",121.0766279,14.6768357
78,St. Claire Monastery,"Katipunan, Quezon City, Metro Manila",(02) 89135159,,,,,"Fri Aug 2, 2024 1:45AM","{'lat': 14.6296431, 'lng': 121.0741192}",121.0741192,14.6296431
79,St. Ignatius of Loyola Cathedral,"Camp General Emilio Aguinaldo, Cubao, Quezon City, Metro Manila",+6389116001 (6419),,,,,"Wed Aug 10, 2022 5:11PM","{'lat': 14.6124644, 'lng': 121.0644082}",121.0644082,14.6124644
80,St. Joseph Church,"Camp Crame, Quezon City, Metro Manila",(02)8723-0401 loc 7332,,,,,"Thu Aug 1, 2024 2:24AM","{'lat': 14.6070409, 'lng': 121.056443}",121.056443,14.6070409
81,St. Joseph Shrine,"Aurora Blvd., Project 3, Quezon City, Metro Manila",(02) 8913 5115,Fr. Ronald Macale,"Mon-Sat: 8:00am, 11:30am, 5:00pm",,,"Mon Aug 8, 2022 8:17PM","{'lat': 14.62843, 'lng': 121.066914}",121.066914,14.62843
82,St. Joseph the Worker Parish,"Cloverleaf, Balintawak, Quezon City, Metro Manila",(02) 8361-5840,Rev. Fr. Jojo Zerrudo,,,,"Fri Aug 2, 2024 12:30AM","{'lat': 14.6554713, 'lng': 120.9996154}",120.9996154,14.6554713
83,St. Jude Quasi - Parish,"Zamboanga St., West Ave., Quezon City, Metro Manila",+63(632) 83728381,,3:30 - 5:00PM (Saturdays Only),,,"Fri Aug 2, 2024 12:43AM","{'lat': 14.6384645, 'lng': 121.0261175}",121.0261175,14.6384645
84,St. Maximilian Kolbe Parish,"Marytown Circle, Greenfields I, Kaligayahan, Novaliches, Quezon City, Metro Manila",270916925,,,,,"Thu Aug 1, 2024 12:29AM","{'lat': 14.7291254, 'lng': 121.0420927}",121.0420927,14.7291254
85,St. Paul the Apostle Parish,"#3 Sct. Rallos cor. Timog Ave., Mo. Ignacia & Sct. Santiago St. Brgy Laging Handa, Quezon City, Metro Manila",287320439,,"Wednesday, Friday & Saturday",,,"Fri Aug 2, 2024 1:29AM","{'lat': 14.6354364, 'lng': 121.0283565}",121.0283565,14.6354364
86,St. Peter Parish - Shrine of Leaders,"Block 44, Lot 7 & 8 Commonwealth Ave., Quezon City, Metro Manila",0916 305 7074,Rev. Fr. Daniel Allan D. Samonte,,,,"Fri Aug 2, 2024 12:54AM","{'lat': 14.6162782, 'lng': 121.0282807}",121.0282807,14.6162782
87,Sta. Maria Della Strada Parish,"Katipunan Rd. cor. Pansol St.,, Quezon City, Metro Manila",89297790,,Wed: after 6:30AM Mass and Fri after 6PM Mass,,,"Fri Aug 2, 2024 12:48AM","{'lat': 14.6499026, 'lng': 121.0745073}",121.0745073,14.6499026
88,Sta. Perpetua Parish,"280, D. Tuazon Street, corner Mauban Street, Quezon City, Metro Manila",8363-4326,,,,,"Fri Aug 2, 2024 1:22AM","{'lat': 14.6407268, 'lng': 120.9957203}",120.9957203,14.6407268
89,Sta. Rita De Cascia Parish,"South Lawin cor Baguio Road, Philam Homes, Quezon City, Metro Manila",8663-7663,Rev. Fr Jun Pascual,,,,"Thu Aug 1, 2024 1:15AM","{'lat': 14.6485517, 'lng': 121.0312271}",121.0312271,14.6485517
90,Sta. Teresita Del Niño Jesus Parish,"43, Kanlaon Street, Brgy Sta Teresita, Sta Mesa Heights, Quezon City, Metro Manila",287319227,Rev Fr Ron Ojeda,,,,"Fri Aug 2, 2024 1:21AM","{'lat': 14.6214176, 'lng': 121.0003682}",121.0003682,14.6214176
91,Sto. Cristo De Bungad Parish,"#144 M.H. Del Pilar St., SFDM, Quezon City, Metro Manila",283710556,Fr. Marvin Pajarillaga,,,,"Fri Aug 12, 2022 12:57PM","{'lat': 14.6511252, 'lng': 121.0251108}",121.0251108,14.6511252
92,The Cathedral Shrine and Parish of the Good Shepherd (Novaliches  Cathedral),"Regalado Ave. cor. Omega St., Fairview Park, Quezon City, Metro Manila","7-794-2447, 0921-962-1530",,Monday to Saturday - 5PM to 6PM,,,"Thu Aug 1, 2024 1:16AM","{'lat': 14.6971369, 'lng': 121.0677058}",121.0677058,14.6971369
93,The Our Father Parish,"Lobella Street cor. Fuchsia street Del Nacia Ville 4, Brgy. Sauyo, Quezon City, Metro Manila",(02) 939 8688,"Rev. Fr. Bienvenido ""Luke"" Dobles",,,"Monday, Tuesday and Thursday
- Area Mass","Fri Aug 2, 2024 1:13AM","{'lat': 14.6914102, 'lng': 121.0433061}",121.0433061,14.6914102
94,Transfiguration of Our Lord Parish,"#46 18th Avenue, Brgy. San Roque, Murphy, Quezon City, Metro Manila",287093662,Fr. Pong del Rosario,"Monday, Wednesday, Saturday after 6:00AM Mass",,"Lauds (Morning Prayer) Mon, Wed, Fri at 7:00AM
Vespers (Evening Prayer) Mon, Wed, Fri at
4:00PM","Fri Aug 2, 2024 1:07AM","{'lat': 14.616342, 'lng': 121.063311}",121.063311,14.616342
95,Visitation of Our Lady Parish,"Sacred Heart Village, Novaliches, Quezon City, Metro Manila",442.7134,,,,,"Fri Aug 12, 2022 3:57PM","{'lat': 14.7389606, 'lng': 121.0676605}",121.0676605,14.7389606
0,Chapel of the Holy Family,"Greenhills Shopping Center, San Juan City, Metro Manila",,,,,,"Sat Mar 18, 2023 2:25PM","{'lat': 14.6015643, 'lng': 121.0515546}",121.0515546,14.6015643
1,Mary The Queen Parish,"Madison St., Greenhills West, San Juan City, Metro Manila",287229711,,,,,"Tue Mar 14, 2023 9:54PM","{'lat': 14.6048541, 'lng': 121.0426946}",121.0426946,14.6048541
2,Our Lady of the Miraculous Medal Chapel,"Cardinal Santos Medical Center, 10 Wilson St, San Juan City, Metro Manila",8727-5752,,30 minutes before all Masses,,,"Tue Mar 14, 2023 10:06PM","{'lat': 14.5977862, 'lng': 121.0455347}",121.0455347,14.5977862
3,Santuario De Santo Cristo,"183 F. Blumentritt St., San Juan City, Metro Manila",287245466,,,,,"Sat Mar 18, 2023 2:10PM","{'lat': 14.5980455, 'lng': 121.0301522}",121.0301522,14.5980455
4,St. John the Baptist Parish (Pinaglabanan Church),"140 Pinaglabanan St., San Juan City, Metro Manila",285629056,,,,,"Sat Mar 18, 2023 2:17PM","{'lat': 14.6054472, 'lng': 121.0278185}",121.0278185,14.6054472
0,Archdiocesan Shrine of Sto. Niño,"P. Zamora St, btwn Juan Luna St & Real St, Tacloban City, Leyte",0946 848 3928,,Every after the Eucharistic Celebration at the Confession Room at the Parish Convent,,,"Sat Apr 29, 2023 8:40PM","{'lat': 11.240326, 'lng': 125.0042093}",125.0042093,11.240326
1,Archdiocesan Shrine of the Blessed Sacrament,"Tigbao, Tacloban City, Leyte",0926 395 0090,,by appointment,,,"Sat Apr 29, 2023 10:08PM","{'lat': 11.2467218, 'lng': 124.9644426}",124.9644426,11.2467218
2,Our Lady of Fatima Parish,"Fatima, Tacloban City, Leyte",0956 005 8481,,,,,"Sat Apr 29, 2023 8:58PM","{'lat': 11.209214, 'lng': 125.0100331}",125.0100331,11.209214
3,Our Lady of Guadalupe Parish,"Brgy. Abucay, Tacloban City, Leyte",,,,,,"Sat Apr 29, 2023 10:23PM","{'lat': 11.2431095, 'lng': 124.990122}",124.990122,11.2431095
4,Our Lady Of Lourdes Parish,"Calanipawan Road, V&G Subdivision, Tacloban City, Leyte",0920 233 0598,,,,Mass for the Sick w/ Anointing,"Sat Apr 29, 2023 9:21PM","{'lat': 11.2077416, 'lng': 124.9967498}",124.9967498,11.2077416
5,Our Lady of Miraculous Medal Parish,"Marasbaras, Tacloban City, Leyte",0935 124 6357,,,,,"Sat Apr 29, 2023 9:06PM","{'lat': 11.2076804, 'lng': 125.0082809}",125.0082809,11.2076804
6,Redemptorist Church,"Real Street, Tacloban City, Leyte",(053) 321 2929,,"Daily except Wed and Sun: 4PM - 5:30PM, Wed: 1:30PM - 5:00PM",,,"Sat Apr 29, 2023 8:45PM","{'lat': 11.2198023, 'lng': 125.0052605}",125.0052605,11.2198023
7,Sacred Heart of Jesus Parish,"T. Claudio St., Tacloban City, Leyte",0906 970 9978,,Mon-Sat: after the Holy Mass,,Baptism: Saturday at 11AM after the Pre-Jordan seminar at 9:30AM,"Sat Apr 29, 2023 8:51PM","{'lat': 11.2462406, 'lng': 125.0036898}",125.0036898,11.2462406
8,St. Josemaria Escriva Mission,"Brgy. 92 Apitong, Tacloban City, Leyte",0926 554 6197,,,,,"Sat Apr 29, 2023 10:15PM","{'lat': 11.2221891, 'lng': 124.9921713}",124.9921713,11.2221891
9,St. Joseph Parish,"Brgy. 86 Sanjose, Tacloban City, Leyte",0955 773 2700,,by appointment,,,"Sat Apr 29, 2023 9:54PM","{'lat': 11.2061515, 'lng': 125.0232574}",125.0232574,11.2061515
10,St. Jude Thaddeus Parish,"Brgy. 72, PHHC (Housing), Tacloban City, Leyte",,,,,,"Sat Apr 29, 2023 10:01PM","{'lat': 11.2486448, 'lng': 124.9816646}",124.9816646,11.2486448
11,St. Raphael The Archangel Parish,"Sagkahan, Tacloban City, Leyte",,,,,,"Sat Apr 29, 2023 9:49PM","{'lat': 11.216022, 'lng': 125.002578}",125.002578,11.216022
12,St. Roch the Healer Parish,"Manlurip, Tacloban City, Leyte",+63 915 410 7574,,by appointment,,,"Sat Apr 29, 2023 9:43PM","{'lat': 11.198204, 'lng': 125.0183239}",125.0183239,11.198204
13,Virgen de la Candelaria Parish,"Barangay 93 Bagacay, Tacloban City, Leyte",0936 517 2558,,,,,"Sat Apr 29, 2023 10:29PM","{'lat': 11.2822, 'lng': 124.9341234}",124.9341234,11.2822
0,Chapel of San Pedro Calungsod,"SM Aura Premiere, Bonifacio Global City, Taguig City, Metro Manila",284033372,,Mon-Fri: 3-6PM,,,"Sat Dec 10, 2022 1:03PM","{'lat': 14.546001, 'lng': 121.053927}",121.053927,14.546001
1,"Maria, Reyna ng mga Apostoles Parish","Pinagsama Phase II, C-5 , Taguig City, Metro Manila",(02) 553 9104,,,,,"Sat Dec 10, 2022 2:59PM","{'lat': 14.6919599, 'lng': 120.971391}",120.971391,14.6919599
2,Minor Basilica and Archdiocesan Shrine Parish of St. Anne,"41 Liwayway St., Sta. Ana, Taguig City, Metro Manila",270046048 / 0922-830-0173,,,,,"Sat Dec 16, 2023 10:15AM","{'lat': 14.5277266, 'lng': 121.0763292}",121.0763292,14.5277266
3,Our Lady of the Holy Rosary Parish,"M.L. Quezon St., Lower Bicutan, Taguig City, Metro Manila",284011440,,"Mon - Sat: 6AM and Wed, Fri, Sat: 6PM",,,"Sat Dec 10, 2022 3:08PM","{'lat': 14.4908684, 'lng': 121.0615594}",121.0615594,14.4908684
4,Our Lady of the Poor Parish,"Tenement, Western Bicutan, Taguig City, Metro Manila",8776-3232,,,,,"Sat Dec 10, 2022 3:19PM","{'lat': 14.5086201, 'lng': 121.0371831}",121.0371831,14.5086201
5,Our Mother of Perpetual Help Quasi-Parish,"Corner Ilang-ilang and Sampaguita Streets, Perpetual Village X, Bagong Tanyag, Taguig City, Metro Manila",(02) 837-2848,Fr. Mark Sese,,,,"Tue Apr 7, 2015 1:25PM","{'lat': 14.4735681, 'lng': 121.0489961}",121.0489961,14.4735681
6,Sagrada Familia Parish,"M.L. Quezon St., Brgy. Bagumbayan, Taguig City, Metro Manila",285540437,,,,,"Sat Dec 10, 2022 3:36PM","{'lat': 14.4756705, 'lng': 121.0598362}",121.0598362,14.4756705
7,Saint Kim Dae Gun Korean Personal Parish,"BCDA Comp., Pamayanang Diego Silang, Taguig City, Metro Manila",(02) 519-9805,Fr. Peter Pak (Pak In Ho),,,,"Sat Sep 7, 2013 9:32AM","{'lat': 14.5281971, 'lng': 121.0568327}",121.0568327,14.5281971
8,Saint Vincent Ferrer Quasi-Parish,"Palar Village, Bgy. Pinagsama, Taguig City, Metro Manila",,Rev. Fr. Reynaldo B. Reyes,,,,"Fri Nov 23, 2012 12:10PM","{'lat': 14.5301814, 'lng': 121.0568206}",121.0568206,14.5301814
9,St. Gabriel the Archangel Chapel,"4th Flr., Uptown Mall, 36th St. corner 9th Ave., Fort Bonifacio, Taguig City, Metro Manila",None,,,,Simbang Gabi: December 15-23 6:00PM,"Sun Mar 13, 2022 8:11PM","{'lat': 14.5565479, 'lng': 121.054103}",121.054103,14.5565479
10,St. Ignatius of Loyola Parish,"Gen. Luna St., Ususan, Taguig City, Metro Manila",287251073,Rev. Fr. Emmanuel Hipolito,,,,"Sat Dec 10, 2022 11:00PM","{'lat': 14.5322164, 'lng': 121.0680067}",121.0680067,14.5322164
11,St. John the Baptist Parish,"Dambanang Kawayan, Ligid-Tipas, Taguig City, Metro Manila",641-0823,,,,dksanjuan24@yahoo.com.ph,"Sat Dec 10, 2022 11:13PM","{'lat': 14.5414522, 'lng': 121.0806725}",121.0806725,14.5414522
12,St. Joseph Parish,"Block 63, Lot 14, Purok 5, Upper Bicutan, Taguig City, Metro Manila",0969 218 3484,Rev. Fr. Errol Fidel H. Mananquil,,,,"Sat Dec 10, 2022 11:22PM","{'lat': 14.4743297, 'lng': 121.0508638}",121.0508638,14.4743297
13,St. Michael Parish,"M.L. Quezon St., Hagonoy, Taguig City, Metro Manila",8273-9033,Rev. Fr. Roberto Carlo S. Okol,,,,"Sat Dec 10, 2022 11:30PM","{'lat': 14.5071273, 'lng': 121.065994}",121.065994,14.5071273
14,St. Michael the Archangel Chapel,"MRT Avenue (formerly Bayani Road), Fort Bonifacio, Taguig City, Metro Manila",(02) 845-9555 loc. 6419,,Mon-Sat: 5PM and Sun: 11AM and 2PM,,,"Wed May 29, 2024 1:09PM","{'lat': 14.5281947, 'lng': 121.0421535}",121.0421535,14.5281947
15,St. Michael the Archangel Parish - BGC,"10th Avenue corner 39th Street, Bonifacio Global City, Taguig City, Metro Manila",(02) 7500 9255,Fr. Jorge Bellosillo,Approach the Priest before and after the Mass,,,"Sat Dec 10, 2022 11:36PM","{'lat': 14.5592941, 'lng': 121.0563242}",121.0563242,14.5592941
16,St. Peter the Fisherman Parish,"Natividad St., Napindan, Taguig City, Metro Manila",(02) 8275-2448,,,,,"Sat Dec 10, 2022 11:46PM","{'lat': 14.5327592, 'lng': 121.0979963}",121.0979963,14.5327592
17,Sto. Nino Parish,"Sampaloc St., Zone 1, Signal Village, Taguig City, Metro Manila",(02) 8837-9701,,,,,"Sat Dec 10, 2022 11:54PM","{'lat': 14.5144084, 'lng': 121.0575064}",121.0575064,14.5144084
0,Hearts of Jesus and Mary Parish,"Isabelo Fernando Street, Brgy. Malanday, Valenzuela City, Metro Manila",282941831,,,,,"Sun Jan 8, 2023 8:18PM","{'lat': 14.7127439, 'lng': 120.9580989}",120.9580989,14.7127439
1,Holy Cross Parish,"Gen. T. De Leon, Valenzuela City, Metro Manila",286715810,,,,holycrossparish127@yahoo.com,"Mon Jan 9, 2023 9:13PM","{'lat': 14.6865727, 'lng': 120.9952009}",120.9952009,14.6865727
2,Holy Family Parish,"A. Pablo St., Karuhatan, Valenzuela City, Metro Manila",272560061,Rev. Fr. Federico M. Ram,,,,"Mon Jan 9, 2023 8:40PM","{'lat': 14.6907704, 'lng': 120.9694454}",120.9694454,14.6907704
3,National Shrine of Our Lady of Fatima,"Fatima Ave., Marulas, Valenzuela City, Metro Manila",(02) 291 5609,,,,,"Mon Jan 9, 2023 9:32PM","{'lat': 14.6815681, 'lng': 120.9801686}",120.9801686,14.6815681
4,Our Lady of Lourdes Quasi-Parish,"Gitnang Bignay, Valenzuela City, Metro Manila",0945 785 8788,,,,,"Mon Jan 9, 2023 9:23PM","{'lat': 14.7456648, 'lng': 120.9962356}",120.9962356,14.7456648
5,Our Lady of the Holy Rosary Parish,"G. Marcelo St., Maysan, Valenzuela City, Metro Manila",282925785,,,,,"Mon Jan 9, 2023 8:28PM","{'lat': 14.6987363, 'lng': 120.9810535}",120.9810535,14.6987363
6,Parish of the Risen Lord,"222 T. Santiago St. Veinte Reales, Valenzuela City, Metro Manila",0933 817 3615,,,,Office Hours:,"Mon Jan 9, 2023 8:34PM","{'lat': 14.7096993, 'lng': 120.961475}",120.961475,14.7096993
7,San Diego De Alcala Parish,"Polo, Valenzuela City, Metro Manila",292-0965,,,,,"Sun Jan 8, 2023 8:14PM","{'lat': 14.7072531, 'lng': 120.9471161}",120.9471161,14.7072531
8,San Isidro Labrador Parish,"KM 14, Mc Arthur Hi-way, Malinta, Valenzuela City, Metro Manila",,,,,,"Mon Jan 9, 2023 8:18PM","{'lat': 14.6949465, 'lng': 120.9643757}",120.9643757,14.6949465
9,San Juan dela Cruz Parish,"Ugong, Valenzuela City, Metro Manila",0998 179 5157,,,,,"Mon Jan 9, 2023 9:17PM","{'lat': 14.6965067, 'lng': 121.0134406}",121.0134406,14.6965067
10,St. Joseph the Worker Parish,"San Baraquiel St., Punturin, Valenzuela City, Metro Manila",0932 854 1250,,,,,"Mon Jan 9, 2023 8:59PM","{'lat': 14.7405568, 'lng': 120.9863203}",120.9863203,14.7405568
11,Sto. Cristo Parish,"Kasaganaan St., Marulas , Valenzuela City, Metro Manila",282932077,,,,Office Hotlines:,"Mon Jan 9, 2023 8:53PM","{'lat': 14.6748398, 'lng': 120.9847642}",120.9847642,14.6748398
0,Carmelite Monastery of Zamboanga,"R.T, Lim Blvd,, Zamboanga City, Zamboanga del Sur",(062) 991 6883,,,,,"Mon May 1, 2023 10:28PM","{'lat': 6.9214424, 'lng': 122.0790267}",122.0790267,6.9214424
